timestamp,seriousness,message,user,function
2020-11-19 00:31:14,INFO,start,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:31:14,INFO,0 accounts to unfollow...,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:31:15,INFO,start,edouard_thom,get_all_following_from_profile_page
2020-11-19 00:34:15,INFO,list of the 423 followed accounts obtained,edouard_thom,get_all_following_from_profile_page
2020-11-19 00:34:15,INFO,21 new unfollowing since last update,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:34:15,INFO,Unfollow data for user {} successfully updated,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:37:33,INFO,start,edouard_thom,log_in
2020-11-19 00:37:38,INFO,success,edouard_thom,log_in
2020-11-19 00:37:41,INFO,start,edouard_thom,update_followers
2020-11-19 00:37:44,INFO,start,edouard_thom,get_followers_from_profile_page
2020-11-19 00:41:16,INFO,followed accounts 0/150,edouard_thom,get_followers_from_profile_page
2020-11-19 00:41:16,INFO,success,edouard_thom,update_followers
2020-11-19 00:41:19,INFO,start,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:41:19,INFO,0 accounts to unfollow...,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:41:24,INFO,start,edouard_thom,log_in
2020-11-19 00:41:29,INFO,success,edouard_thom,log_in
2020-11-19 00:48:15,INFO,start,edouard_thom,log_in
2020-11-19 00:48:19,INFO,success,edouard_thom,log_in
2020-11-19 00:48:22,INFO,start,edouard_thom,update_followers
2020-11-19 00:48:25,INFO,start,edouard_thom,get_followers_from_profile_page
2020-11-19 00:48:28,ERROR,"failed, full exception : Traceback (most recent call last):
  File ""/Users/ethomas/InstaBot/instabot_functions.py"", line 159, in get_followers_from_profile_page
    fBody = WebDriverWait(driver, 3).until(EC.presence_of_element_located((By.XPATH, fBody_xpath)))
  File ""/Users/ethomas/anaconda3/envs/python37/lib/python3.7/site-packages/selenium/webdriver/support/wait.py"", line 80, in until
    raise TimeoutException(message, screen, stacktrace)
selenium.common.exceptions.TimeoutException: Message: 

",edouard_thom,get_following_from_profile_page
2020-11-19 00:48:28,ERROR,failed to get the followers list -> abort the followers update,edouard_thom,update_followers
2020-11-19 00:48:31,INFO,start,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:48:31,INFO,0 accounts to unfollow...,edouard_thom,unfollowing_of_bot_followed_users
2020-11-19 00:48:32,INFO,start,edouard_thom,get_following_from_profile_page
